archetype_id,path,rm_type,aom_type,node_id,name_de,name_nb,name_en
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0023]/value,DV_TEXT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0024],ELEMENT,CComplexObject,at0024,Zeitpunkt der Verwendung,Dato for bruk,Date of use
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0024]/value,DV_TEXT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0026],CLUSTER,ArchetypeSlot,at0026,Verwendete Menge,Mengde brukt,Amount used
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0027],ELEMENT,CComplexObject,at0027,Kommentar zur Verwendung,Bruk kommentar,Use comment
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0027]/value,DV_TEXT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0029],ELEMENT,CComplexObject,at0029,Verwendete Anzahl,Antall brukt,Number used
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0022]/items[at0029]/value,DV_COUNT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0028],CLUSTER,ArchetypeSlot,at0028,Restmenge,Restmengde,Amount remaining
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0030],ELEMENT,CComplexObject,at0030,Verbleibende Anzahl,Antall gjenværende,Number remaining
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0030]/value,DV_COUNT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0031],ELEMENT,CComplexObject,at0031,Beschreibung,Beskrivelse,Description
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0031]/value,DV_TEXT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0032],ELEMENT,CComplexObject,at0032,Probenbezeichnung,Prøvematerialeetikett,Specimen label
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0032]/value,DV_TEXT,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0033],ELEMENT,CComplexObject,at0033,*Legally expiry date (en),Juridisk utløpsdato,Legally expiry date
openEHR-EHR-EVALUATION.specimen_summary.v1,/data[at0001]/items[at0033]/value,DV_DATE_TIME,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/protocol[at0013],ITEM_TREE,CComplexObject,at0013,Item tree,Item tree,Item tree
openEHR-EHR-EVALUATION.specimen_summary.v1,/protocol[at0013]/items[at0014],ELEMENT,CComplexObject,at0014,Letzte Aktualisierung,Sist oppdatert,Last updated
openEHR-EHR-EVALUATION.specimen_summary.v1,/protocol[at0013]/items[at0014]/value,DV_DATE_TIME,CComplexObject
openEHR-EHR-EVALUATION.specimen_summary.v1,/protocol[at0013]/items[at0015],CLUSTER,ArchetypeSlot,at0015,Erweiterung,Utvidelse,Extension
